thread_id,turn_pos,tweet_id,author_id,inbound,text,parent,cluster_k9
29,3,22731,microsofthelps,False,@120969 Thanks for the update. Have you tried downloading through this link: https://t.co/gT7puszTWj?,22729,1
30,1,23722,microsofthelps,False,"@121139 Hi. Thank you reaching out. To get better assistance and support, we suggest that you post a tweet or DM our friends from @XboxSupport or you can chat with them here: https://t.co/YKKIw0zGKU. You'll be in good hands.",23723,1
30,2,23724,microsofthelps,False,@121139 Hi. How was your experience with our support? Feel free to rate us here: https://t.co/BKjSHLVanr.,23723,1
31,2,24239,microsofthelps,False,@121227 Let's work on that Mahesh! Is it about making calls over VoLTE on Reliance Jio SIM card with a Lumia 950 phone?,24241,1
31,4,24242,microsofthelps,False,@121227 We would suggest that you reach out to Reliance Jio on how you can use this feature. Tweet us for more inquiries.,24240,1
32,1,24254,microsofthelps,False,@121228 Hi! Thanks for bringing this up. Which browser are you using that requires Java? Is it the default browser on your PC?,24256,1
32,4,24252,microsofthelps,False,@121228 Hmm. We'd like to know which Windows version are you using? Are you getting any error message? Let us know.,24253,1
32,6,24250,microsofthelps,False,"@121228 We'll be waiting for the screenshot, Darren. Keep us posted.",24251,1
32,8,24245,microsofthelps,False,@121228 2/2 on this link: https://t.co/Mdhonbi1YZ. Let us know if ot helps.,24247,1
32,9,24249,microsofthelps,False,@121228 1/2 Thanks for the screenshot. We have found a discussion that may help you resolve your concern. Refer to stanimal21's post,24247,1
32,11,24248,microsofthelps,False,@121228 Perfect! It's our pleasure to assist you. Please let us know more about your experience here: https://t.co/lBB94ZInPb.,24246,1
33,1,25171,microsofthelps,False,"@121437 Hi. In this case, we suggest that you contact our Answer Desk for better assistance. Here's the link: https://t.co/7Y9YNLoJxe",25172,4
34,1,27110,microsofthelps,False,@121937 Just checking to see if you need help. Is everything good now? Please let us know. https://t.co/3qcAsLFkaY,27112,6
34,2,27113,microsofthelps,False,"@121937 Glad you reached out. To resolve the issue, kindly follow the troubleshooting steps in this link: https://t.co/xEXo3GMqnI. https://t.co/3qcAsLFkaY",27112,6
34,3,27114,microsofthelps,False,@121937 Help us improve our Twitter support by answering our survey on this link: https://t.co/obXTcNmJSr. Thank you. https://t.co/3qcAsLFkaY,27112,6
35,3,27115,microsofthelps,False,"@121938 Hi, Greg. We'd like to follow up on the status of your concern. Feel free to reach us back if you need further assistance.",27116,6
35,4,27117,microsofthelps,False,@121938 May we know what happened prior to this issue? What troubleshooting steps have you done so far? Please send us a DM. https://t.co/3qcAsLFkaY,27116,6
36,1,28147,microsofthelps,False,@122159 Hello there. How's it going? Do you still need our assistance? Just let us know and we're here for you. 😃,28148,8
36,2,28149,microsofthelps,False,"@122159 Hi. We understand. To help you with your account, kindly check this link: https://t.co/YaaoacQIo2. Let us know if it helps.",28148,8
37,3,28150,microsofthelps,False,@122160 Hello there. How's it going? Do you still need our assistance? Just let us know and we're here for you. 😃,28152,6
37,4,28156,microsofthelps,False,@122160 Hi. Let's sort this out. Which version of Windows are you using? Have you made any changes prior to the issue?,28152,6
37,6,28153,microsofthelps,False,@122160 We suggest checking the troubleshooting steps provided by Giridhar J on this link: https://t.co/S3ylr3BxK9. Keep us posted.,28151,6
37,7,28154,microsofthelps,False,@122160 Just checking in. We'd like to know if the link provided worked? We're here for you if you need further assistance.,28151,6
38,1,28159,microsofthelps,False,@122162 Hello there. How's it going? Do you still need our assistance? Just let us know and we're here for you. 😃,28163,6
38,2,28170,microsofthelps,False,"@122162 Hi, Jonathan. Allow us to help. Which version of Windows are you using? Have you made any changes prior to the issue?",28163,6
38,6,28164,microsofthelps,False,@122162 We want to work this out for you. Visit this link to help you troubleshoot this error: https://t.co/LAzhvRLtJC. Update us.,28162,6
38,9,28167,microsofthelps,False,@122162 Hmm. We can also follow the solutions posted by Loraine Mon here: https://t.co/Mlw7tUnmIR to get rid of the error code. Update us.,28165,6
38,11,28169,microsofthelps,False,@122162 We want to resolve this for you. We suggest you to get in touch with our Answer desk team: https://t.co/8E5LbpRPrs.,28168,6
39,1,28171,microsofthelps,False,@122163 Hi. Let's sort this out. What troubleshooting steps have you done so far? Let us know so we can further assist you.,28173,1
39,3,28174,microsofthelps,False,@122163 Just to check if you have NEC drivers installed on your Surface device?,28172,1
39,6,28177,microsofthelps,False,@122163 Hi. We suggest that you contact our Answer Desk for better assistance. Here's the link: https://t.co/Rlme3KhRZh,28176,1
40,3,29201,microsofthelps,False,"@122423 Let's sort this out, Joy. Which Windows version are you using? Were there any changes on the device prior to the issue?",29202,1
41,1,29205,microsofthelps,False,"@122426 Hi, Lena! We're here to help. Can you tell us more information about this? A screenshot of the setting will also matter.",29207,1
41,3,29208,microsofthelps,False,@122426 Thank you for the screenshot! Can you specify the exact setting or feature you're looking for in PowerPoint?,29206,1
41,5,29210,microsofthelps,False,"@122426 Hmm. That's not possible yet, but we do encourage you to post that feedback for PowerPoint here: https://t.co/q7e04ucWWk.",29209,1
42,1,29232,microsofthelps,False,"@122428 Hi, Sanjay! Help is here. To clarify, can you send us a screenshot of the screen where it says that you need to reinstall?",29233,1
42,3,29229,microsofthelps,False,@122428 Roger that! Have a safe trip on the way home. :),29231,1
42,6,29212,microsofthelps,False,"@122428 Got it, Sanjay. We suggest that you send it back to the store where you purchased the laptop and have it checked for defects.",29215,1
42,9,29216,microsofthelps,False,@122428 Thanks for the info. Let’s sort error 0xc0000034 by referring to Jessen’s comment here: https://t.co/Usuqt8W65Y. Update us.,29214,1
42,12,29219,microsofthelps,False,@122428 2/2 Here's the link: https://t.co/Up3dGkUrI7.,29218,1
42,13,29220,microsofthelps,False,"@122428 1/2 Hi. We understand. In that case, we suggest that you contact our Answer Desk support for more in-depth troubleshooting.",29218,1
42,14,29221,microsofthelps,False,@122428 Hi! How's everything? Please let us know more about your experience here: https://t.co/EOQIeyv46M.,29218,1
42,16,29223,microsofthelps,False,"@122428 Thank you, Sanjay. Please also secure a Service Request number and send it to us via DM in case you need further assistance.",29222,1
42,18,29225,microsofthelps,False,@122428 Thank you for the reply! Will wait for it so that we can escalate the issue.,29224,1
42,19,29226,microsofthelps,False,@122428 How is it going? Please confirm if they've provided you a SRX generated when you've reached the support line. Send it via DM.,29224,1
42,21,29228,microsofthelps,False,@122428 We'll wait for you. Feel free to contact us,29227,1
43,1,29237,microsofthelps,False,"@122429 Hi. We're here to help, Sassan. To solve the Store issue, we suggest that you run app troubleshooter: https://t.co/mgO2mklGYO.",29238,8
43,3,29234,microsofthelps,False,@122429 Hi! How's everything? Please let us know more about your experience here: https://t.co/6REB68elhR.,29235,8
43,4,29236,microsofthelps,False,"@122429 In that case, kindly contact our Answer Desk support for more in-depth troubleshooting on this link: https://t.co/jV27Yg77Dy.",29235,8
44,3,29242,microsofthelps,False,"@122430 If that's the case, let's ask for further help via our  Answer Desk. See this link: https://t.co/LlpvzWsnLQ.",29243,6
44,5,29239,microsofthelps,False,"@122430 Perhaps we get this resolved here first. :)
You might wanna try updating your device drivers: https://t.co/DQly1hxqXU. Update us.",29240,6
44,6,29241,microsofthelps,False,"@122430 Hello! Any updates? :)
Let us know if you still need help. We're here for you.",29240,6
45,1,29246,microsofthelps,False,@122431 Hi! How's everything? Please let us know more about your experience here: https://t.co/PCgnqUazks.,29247,5
45,2,29248,microsofthelps,False,@122431 2/2 You may contact them on this link: https://t.co/h0T1qKfWAs.,29247,5
45,3,29249,microsofthelps,False,"@122431 1/2 Hi, Alex. We understand. In that case, we suggest that you get in touch with our Xbox support for immediate assistance.",29247,5
46,1,29795,microsofthelps,False,"@122558 1/2 Hi, Kuzz! Let's have our friends at @XboxSupport help us with this. Feel free to send them a Direct Message. You can",29796,8
46,2,29797,microsofthelps,False,"@122558 1/2 Hi, Kizz! Let's have our friends at @XboxSupport help us with this. Feel free to send them a Direct Message. You can",29796,8
46,3,29798,microsofthelps,False,@122558 2/2 contact them through this link: https://t.co/XKmltMLEi0. Let us know if you have further concerns.,29796,8
47,1,31092,microsofthelps,False,"@122852 Hi, Betty. Let's look into this. Are you referring to the Windows 10 Fall Creators Update? We will appreciate a screenshot.",31094,1
47,3,31095,microsofthelps,False,@122852 Great! Don't hesitate to contact us again if you ever need any help. 👍,31093,1
47,4,31096,microsofthelps,False,@122852 Hello. We want to make sure everything is good on your end. Feel free to update us anytime.,31093,1
47,6,31098,microsofthelps,False,@122852 We’re glad that the issue is resolved. Help us improve our Twitter support by answering our survey: https://t.co/XJiF0TWuKh.,31097,1
48,1,31104,microsofthelps,False,@122853 Oh! Were you able to get a service request number?  Please delete the product id number as this is unique and personal.,31105,1
48,4,31099,microsofthelps,False,"@122853 3/3 * Location

We will schedule you for a callback from one of our Tier 3 support. We'll be waiting for your reply.",31100,1
48,5,31101,microsofthelps,False,"@122853 2/3 * Blocked email address
* Alternate email address
* Contact number (include country and area code)
* Callback time",31100,1
48,6,31102,microsofthelps,False,"@122853 1/3 Thank you for providing the case number. For further assistance, please DM us the following information:

* Full name",31100,1
49,3,31136,microsofthelps,False,"@122861 Thanks for the info, David! Are you getting any error messages? What fixes you've done so far?",31137,6
49,5,31134,microsofthelps,False,"@122861 Hi. Haven't heard back from you yet, David. Are you still having issues with your device? Please let us know.",31135,6
50,1,32171,microsofthelps,False,"@123124 Thank you for reaching out, Geoff. Let's try the steps on this link to resolve the issue: https://t.co/xUzDeRs1Kj. Update us! :)",32173,6
50,3,32174,microsofthelps,False,@123124 We want to work this out for you. Visit this link to help you troubleshoot this error: https://t.co/6bkaEu0wIA. Notify us.,32172,6
50,5,32176,microsofthelps,False,"@123124 We appreciate the video you've sent however, it's blurry. Can you send screenshot instead via DM? We'll wait for it. https://t.co/3qcAsLFkaY",32175,6
51,1,32185,microsofthelps,False,"@123125 Oh dear. Let's get this sorted, Tim. Please tell us more details about your concern.",32187,1
51,4,32183,microsofthelps,False,@123125 Let's get this sorted. Which Windows version are you using? What can you see now on your screen?,32184,1
51,6,32181,microsofthelps,False,@123125 Are you getting any error message when trying to open the programs? You can also send us a screenshot of the issue for assistance.,32182,1
51,8,32179,microsofthelps,False,@123125 Thank you for the info. We suggest that you reinstall Windows 10 on your PC. Here's how: https://t.co/IClXrtUmFm. https://t.co/3qcAsLFkaY,32180,1
51,10,32177,microsofthelps,False,@123125 Yikes! Can you send us a screenshot of the exact thing you're seeing now on your screen via DM? We'll wait for it.,32178,1
52,2,32213,microsofthelps,False,"@123126 Hi. For us to determine why the Surface Pro's battery life doesn't last that long, can you tell us the activities you did on it?",32215,4
52,5,32188,microsofthelps,False,@123126 Hi. Let's sort this out. Any recent changes made prior to the issue? Have you tried installing the latest update for your device?,32190,4
52,6,242564,microsofthelps,False,@123126 Hi! We'd like to know how we can improve our support on Twitter. You can share your experience here: https://t.co/uoUoNiELE4,32214,4
52,8,32191,microsofthelps,False,@123126 We suggest that you download Surface Dianostic Toolkit to resolve this issue. Here's the link: https://t.co/5jbnJhdCR8,32189,4
52,10,32193,microsofthelps,False,"@123126 In this case, we suggest that you contact our Answer Desk for further assistance. Here's the link: https://t.co/MtnE0MoXd9",32192,4
52,12,32195,microsofthelps,False,@123126 You may also check out this link: https://t.co/TKGKpp4QUb,32194,4
52,13,32196,microsofthelps,False,@123126 Hello. We wanted to check if you were able to contact our Global Support?,32194,4
52,16,32199,microsofthelps,False,@123126 Actually you can schedule a callback. See this link to do so: https://t.co/Xg0imXFAEL.,32197,4
52,19,32202,microsofthelps,False,@123126 Thank you for letting us know. Feel free to contact us with the update. Have a great day ahead.,32201,4
52,22,32205,microsofthelps,False,@123126 Hi. We don't want you to feel that way. Let's get to the bottom of this. Do you still have the most recent service request number with you? Please send it to us via DM. https://t.co/3qcAsLFkaY,32204,4
52,24,32207,microsofthelps,False,@123126 The service request number is a reference number from a conversation/transaction from one of our technical support. It is also essential when the issue needs to be escalated. Have you tried contacting our Global support? How about using our chat support as well?,32206,4
52,27,32210,microsofthelps,False,@123126 2/2 (cont.) from a US address and will be returned to a US address. Hope this information helps you.,32209,4
52,28,32211,microsofthelps,False,"@123126 1/2 Since you mentioned you bought in the US, the Surface warranty is applicable only in the country where you purchased your Surface. If you have a relative resides in the US, you can have them transact to our Answer Desk for replacement because it needs to be sent",32209,4
53,1,34371,microsofthelps,False,@123441 Hi there! Help is here. May we know which account you are using? Kindly reply to us via DM. https://t.co/3qcAsLFkaY,34372,1
53,3,34367,microsofthelps,False,@123441 2/2 them here: https://t.co/T0iPN27GlS. Please ensure to secure a service request number in case we need to make a follow-up.,34369,1
53,4,34370,microsofthelps,False,"@123441 1/2 If that’s the case, we recommend contacting Answer Desk to walk you through the account recovery process. You may reach",34369,1
54,1,34377,microsofthelps,False,"@123442 Hi, Zac. Just checking in, do you still need help from us? Has your issue been resolved? Let us know, we're here to help.",34379,1
54,2,34380,microsofthelps,False,"@123442 Hi Zac. We got this. When the App Updates show up, do you see a button that says ""update""? Try to tap it to update your apps.",34379,1
54,7,34373,microsofthelps,False,@123442 Here's a link which will help you sync between your PC and mobile phone: https://t.co/itwV32JL7C. Give us an update how it went.,34375,1
54,8,2665444,microsofthelps,False,@123442 We recommend that you perform a hard reset on your phone. Here's how: https://t.co/djrfyWLuvS. Don't forget to back up your stuff.,2665443,1
54,10,34376,microsofthelps,False,@123442 We would suggest that you perform the hard reset following the key combinations: https://t.co/pIHo2ze0Ay.,34374,1
55,1,36938,microsofthelps,False,@124078 2/2 Tell us when you have other questions. https://t.co/3qcAsLFkaY,36939,6
55,2,36940,microsofthelps,False,@124078 Do you still have any concerns that we can help you with? https://t.co/3qcAsLFkaY,36939,6
55,3,36941,microsofthelps,False,"@124078 1/2 We saw your tweet, Michael! Avoid this kind of instances by setting up active hours: https://t.co/mErPE07hI6. https://t.co/3qcAsLFkaY",36939,6
56,1,36942,microsofthelps,False,"@124079 Woah! 😱 Care to tell us more about this, Sue? 🤔 Let's help you on this matter. Hit us a DM! 👍 https://t.co/3qcAsLFkaY",36943,1
57,1,36944,microsofthelps,False,@124080 Hello there. Help is here. Are you getting any error messages? A screenshot of the issue will be much appreciated.,36946,8
57,3,36947,microsofthelps,False,@124080 Thanks for the update. We do have a link that can guide you to resolve black screen errors here: https://t.co/kVcFhubWYy.,36945,8
